Project,Project Name,Description,Project ID,Work Category Description,Sdescrip,Slineid,Svoltage,Span Start,Span End,Division Description,Division Code,SRA LRA,Complete Date Plan (PI),Complete Date Plan (Trim),Complete Date Forecast (PI),Start Date Actual (PI),Complete Date Actual (PI),Start Date Actual (Trim),Complete Date Forecast (Trim),Complete Date Actual (Trim),Cycle Name,DT Start Date,DT End Date,Project Category,Dist / Trans,Project Year,LRA Mi,SRA Mi,Actual PI,Forecast PI,Actual Trim,Totalmiles,Text Description,Bnerc,Voltage List,Bmajortransferpath,bMajorTransferPath
Guernsey - Henrietta,CR-ButteCoLine to Big Bend,CR-ButteCoLine to Big Bend,135448,System Maintenence,CRESTA-RIO OSO,20028,230,047/308,030/244,North Valley,NV,,2/5/2016,4/18/2016,1/29/2016,12/31/2015,,,2/29/2016 0:00:00,,,,,RS,T,2016,0,0,92,200,0,80,"230kv,115kv&60kv cor",1,"60,115,230,NERC",0,0
PARKWAY-MORAGA,CR-ButteCoLine to Big Bend,CR-ButteCoLine to Big Bend,135448,System Maintenence,Caribou-Table Mountain,20013,230,049/351,044/326,North Valley,NV,,2/5/2016,4/18/2016,1/29/2016,12/31/2015,,,2/29/2016 0:00:00,,,,,RS,T,2016,0,0,92,200,0,80,"230kv,115kv&60kv cor",1,"60,115,230,NERC",0,0
SALINAS-FIRESTONE #1,CR-Caltrans Transmission 1,CR-Cal Trans Transmission 1,133322,System Maintenence,BAKERSFIELD #1 230KV TAP,20086A,230,003/020,003/021,Kern,KE,S,1/22/2016,2/11/2016,1/22/2016,,,,2/11/2016 0:00:00,,,,,RS,T,2016,0,0,0,5,0,0,NERC,1,"230,NERC",0,0
Atwater Cressey 115kv Tap,CR-Caltrans Transmission 2,CR-Cal Trans Transmission 2,135166,System Maintenence,Westpark-Magunden,10351,115,003/023,003/023,Kern,KE,S,1/22/2016,2/13/2016,1/22/2016,,,,2/13/2016 0:00:00,,,,,RS,T,2016,0,0,0,5,0,0,Non-NERC,1,"70,115",0,0
Fort Seward 60kv Tap,CR-Caltrans Transmission 2,CR-Cal Trans Transmission 2,135166,System Maintenence,KERN-MAGUNDEN,70048,70,A06/065,A06/065,Kern,KE,S,1/22/2016,2/13/2016,1/22/2016,,,,2/13/2016 0:00:00,,,,,RS,T,2016,0,0,0,5,0,0,Non-NERC,1,"70,115",0,0
Lakeville #2,CR-Caltrans Transmission 2,CR-Cal Trans Transmission 2,135166,System Maintenence,KERN-MAGUNDEN-WITCO,10123,115,003/019,003/019,Kern,KE,S,1/22/2016,2/13/2016,1/22/2016,,,,2/13/2016 0:00:00,,,,,RS,T,2016,0,0,0,5,0,0,Non-NERC,1,"70,115",0,0
CR-ContraCosta Livermore,CR-CARBONA #1,CR-CARBONA #1,134757,Local Maintenance,Carbona #1 60kv Tap,60118A,60,002/020,000/001,Stockton,ST,L,4/14/2016,5/9/2016,4/14/2016,,,,5/9/2016 0:00:00,,,,,RT,T,2016,2.869999886,0,0,37,0,2.869999886,,0,60,0,0
CR-Green Pease-LOC,CR-Cascade to Lakehead,CR-Cascade to Lakehead,134272,System Maintenence,Mountain Gate 60kv Tap,60161A,60,015/003b,mou/sub,North Valley,NV,S,5/13/2016,6/27/2016,5/13/2016,,,,6/27/2016 0:00:00,,,,,RS,T,2016,0,69.01000214,0,45,0,70,115kv&60kv corridor,1,"60,115",0,0
CR-Green Pease-LOC,CR-Cascade to Lakehead,CR-Cascade to Lakehead,134272,System Maintenence,MOUNTAIN GATE JCT-CASCADE,60161,60,cas/sub,mou/jct,North Valley,NV,S,5/13/2016,6/27/2016,5/13/2016,,,,6/27/2016 0:00:00,,,,,RS,T,2016,0,69.01000214,0,45,0,70,115kv&60kv corridor,1,"60,115",0,0
Guardian #1 Tap,CR-Cascade to Lakehead,CR-Cascade to Lakehead,134272,System Maintenence,DELTA-MOUNTAIN GATE JCT,60068,60,mou/jct,pac/ific,North Valley,NV,S,5/13/2016,6/27/2016,5/13/2016,,,,6/27/2016 0:00:00,,,,,RS,T,2016,0,69.01000214,0,45,0,70,115kv&60kv corridor,1,"60,115",0,0
LOS BANOS-GATES,CR-Cascade to Lakehead,CR-Cascade to Lakehead,134272,System Maintenence,CRAG VIEW-CASCADE,10045,115,cas/sub,pac/ific,North Valley,NV,S,5/13/2016,6/27/2016,5/13/2016,,,,6/27/2016 0:00:00,,,,,RS,T,2016,0,69.01000214,0,45,0,70,115kv&60kv corridor,1,"60,115",0,0
CR-Helms Gregg,CR-Chico Three,CR-Chico Three,133401,Local Maintenance,Chico A-Dayton Road,60024,60,chi/Asub,day/sub,North Valley,NV,S,5/13/2016,6/13/2016,5/13/2016,,,,6/13/2016 0:00:00,,,,,RT,T,2016,0,3.349999905,0,6,0,3.349999905,,0,60,0,0
CR-PITTSBURG-STONEMAN JCT,CR-Chico Three,CR-Chico Three,133401,Local Maintenance,Butte-Chico #1,60013,60,but/sub,chi/Asub,North Valley,NV,S,5/13/2016,6/13/2016,5/13/2016,,,,6/13/2016 0:00:00,,,,,RT,T,2016,0,3.349999905,0,6,0,3.349999905,,0,60,0,0
CR-PITTSBURG-STONEMAN JCT,CR-Chico Three,CR-Chico Three,133401,Local Maintenance,Butte-Chico #2,60014,60,but/sub,chi/Asub,North Valley,NV,S,5/13/2016,6/13/2016,5/13/2016,,,,6/13/2016 0:00:00,,,,,RT,T,2016,0,3.349999905,0,6,0,3.349999905,,0,60,0,0
CR-Baker Farms,CR-CHOWCHILLA-KERKOFF,CR-CHOWCHILLA-KERKOFF,136591,System Maintenence,Certainteed 115kv Tap,10137A,115,000/001,C02/016,Stockton,ST,S,7/30/2016,9/10/2016,7/30/2016,,,,9/10/2016 0:00:00,,,,,RS,T,2016,6.300000191,23,0,166,0,30,,0,115,0,0
CR-Bellota-Weber,CR-Chowchilla-Kerkoff,CR-CHOWCHILLA-KERKOFF,132068,Orchard Maintenance,SHARON PRISON 115KV TAP,10033A,115,000/001,034/009,Stockton,ST,S,12/19/2015,1/30/2016,12/18/2015,12/16/2015,12/18/2015,1/2/2016,1/2/2016 0:00:00,1/2/2016 0:00:00,,,,OM,T,2016,0,1.799999952,0,0,0,,Orchards,0,115,0,0
CR-Bellota-Weber,CR-CHOWCHILLA-KERKOFF,CR-CHOWCHILLA-KERKOFF,136591,System Maintenence,SHARON PRISON 115KV TAP,10033A,115,034/009,002/009,Stockton,ST,S,7/30/2016,9/10/2016,7/30/2016,,,,9/10/2016 0:00:00,,,,,RS,T,2016,6.300000191,23,0,166,0,30,,0,115,0,0
CR-Diablo Gates,CR-Chowchilla-Kerkoff,CR-CHOWCHILLA-KERKOFF,132068,Orchard Maintenance,CHOWCHILLA-KERCKHOFF,10033,115,027/011,C01/008,Stockton,ST,S,12/19/2015,1/30/2016,12/18/2015,12/16/2015,12/18/2015,1/2/2016,1/2/2016 0:00:00,1/2/2016 0:00:00,,,,OM,T,2016,0,1.799999952,0,0,0,,Orchards,0,115,0,0
CR-Helms Gregg,CR-CHOWCHILLA-KERKOFF,CR-CHOWCHILLA-KERKOFF,136591,System Maintenence,CHOWCHILLA #1 115KV TAP,10137B,115,000/001,001/014,Stockton,ST,S,7/30/2016,9/10/2016,7/30/2016,,,,9/10/2016 0:00:00,,,,,RS,T,2016,6.300000191,23,0,166,0,30,,0,115,0,0
CR-Panoche McCall,CR-CHOWCHILLA-KERKOFF,CR-CHOWCHILLA-KERKOFF,136591,System Maintenence,CHOWCHILLA-KERCKHOFF,10033,115,000/001,016/008,Stockton,ST,S,7/30/2016,9/10/2016,7/30/2016,,,,9/10/2016 0:00:00,,,,,RS,T,2016,6.300000191,23,0,166,0,30,,0,115,0,0
CR-Panoche McCall,CR-CHOWCHILLA-KERKOFF,CR-CHOWCHILLA-KERKOFF,136591,System Maintenence,CHOWCHILLA-KERCKHOFF,10033,115,017/008,018/011,Stockton,ST,S,7/30/2016,9/10/2016,7/30/2016,,,,9/10/2016 0:00:00,,,,,RS,T,2016,6.300000191,23,0,166,0,30,,0,115,0,0
CR-Panoche McCall,CR-CHOWCHILLA-KERKOFF,CR-CHOWCHILLA-KERKOFF,136591,System Maintenence,CHOWCHILLA-KERCKHOFF,10033,115,020/002,020/003,Stockton,ST,S,7/30/2016,9/10/2016,7/30/2016,,,,9/10/2016 0:00:00,,,,,RS,T,2016,6.300000191,23,0,166,0,30,,0,115,0,0
CR-Panoche McCall,CR-CHOWCHILLA-KERKOFF,CR-CHOWCHILLA-KERKOFF,136591,System Maintenence,CHOWCHILLA-KERCKHOFF,10033,115,035/003,C02/016,Stockton,ST,S,7/30/2016,9/10/2016,7/30/2016,,,,9/10/2016 0:00:00,,,,,RS,T,2016,6.300000191,23,0,166,0,30,,0,115,0,0
CR-Aerial Patrol,CR-CLnding-Stanf/Menlo/SLAC,CR-CLnding-Stanf/Menlo/SLAC,136102,Local Maintenance,Cooley Landing-Stanford,60049,60,CLD/SUB,STN/SUB,Peninsula,PE,S,7/30/2016,9/30/2016,7/30/2016,,,,9/30/2016 0:00:00,,,,,RT,T,2016,0,15.03999996,0,43,0,16,,0,60,0,0
CR-North Valley LOP,CR-CLnding-Stanf/Menlo/SLAC,CR-CLnding-Stanf/Menlo/SLAC,136102,Local Maintenance,Menlo 60kv Tap,60049A,60,MLO/SUB,006/093,Peninsula,PE,S,7/30/2016,9/30/2016,7/30/2016,,,,9/30/2016 0:00:00,,,,,RT,T,2016,0,15.03999996,0,43,0,16,,0,60,0,0
Gustine #2 Tap,CR-CLnding-Stanf/Menlo/SLAC,CR-CLnding-Stanf/Menlo/SLAC,136102,Local Maintenance,SLAC 60KV Tap,60117A,60,SLC/SUB,008/159,Peninsula,PE,S,7/30/2016,9/30/2016,7/30/2016,,,,9/30/2016 0:00:00,,,,,RT,T,2016,0,15.03999996,0,43,0,16,,0,60,0,0
CR-Davis-Vaca-115kv-NON-NERC,CR-Coburn Panoche,CR-Coburn Panoche,132033,Orchard Maintenance,Moss Landing-Panoche #2,20106,230,066/283,sub/000,Stockton,ST,S,4/30/2016,10/29/2016,4/30/2016,,,,10/29/2016 0:00:00,,,,,OM,T,2016,0,5.900000095,0,1,0,,Orchards,1,"230,NERC",0,0
CR-Gates Panoche,CR-Coburn Panoche,CR-Coburn Panoche,136590,System Maintenence,COBURN-PANOCHE,20015,230,064/278,065/279,Stockton,ST,S,2/6/2016,3/19/2016,2/6/2016,,,,3/19/2016 0:00:00,,,,,RS,T,2016,0,7.739999771,0,2,0,5,,1,"230,NERC",0,0
CR-Gates Panoche,CR-Coburn Panoche,CR-Coburn Panoche,136590,System Maintenence,COBURN-PANOCHE,20015,230,065/283,000/SUB,Stockton,ST,S,2/6/2016,3/19/2016,2/6/2016,,,,3/19/2016 0:00:00,,,,,RS,T,2016,0,7.739999771,0,2,0,5,,1,"230,NERC",0,0
CR-Vaca Sub,CR-Coburn Panoche,CR-Coburn Panoche,136590,System Maintenence,Moss Landing-Panoche #2,20106,230,064/278,065/279,Stockton,ST,S,2/6/2016,3/19/2016,2/6/2016,,,,3/19/2016 0:00:00,,,,,RS,T,2016,0,7.739999771,0,2,0,5,,1,"230,NERC",0,0
CR-Vaca Sub,CR-Coburn Panoche,CR-Coburn Panoche,136590,System Maintenence,Moss Landing-Panoche #2,20106,230,065/283,000/SUB,Stockton,ST,S,2/6/2016,3/19/2016,2/6/2016,,,,3/19/2016 0:00:00,,,,,RS,T,2016,0,7.739999771,0,2,0,5,,1,"230,NERC",0,0
Olive SW STA Smyrna,CR-Coburn Panoche,CR-Coburn Panoche,132033,Orchard Maintenance,COBURN-PANOCHE,20015,230,066/283,069/300,Stockton,ST,S,4/30/2016,10/29/2016,4/30/2016,,,,10/29/2016 0:00:00,,,,,OM,T,2016,0,5.900000095,0,1,0,,Orchards,1,"230,NERC",0,0
CR-Balch-McCall,CR-Colgate Nevada-LOC,CR-Colgate Nevada,135359,Local Maintenance,Colgate-Alleghany,60038,60,000/000,003/094,Sierra,SI,S,5/13/2016,6/17/2016,5/13/2016,,,,6/17/2016 0:00:00,,,,,RT,T,2016,0,24,0,75,0,36,,0,60,0,0
CR-Dinuba Dunlap SC,CR-Colgate Nevada-LOC,CR-Colgate Nevada,135359,Local Maintenance,Colgate-Grass Valley,60040,60,000/000,sub/sub,Sierra,SI,S,5/13/2016,6/17/2016,5/13/2016,,,,6/17/2016 0:00:00,,,,,RT,T,2016,0,24,0,75,0,36,,0,60,0,0
Gregg-Herndon #1,CR-Colgate Nevada-LOC,CR-Colgate Nevada,135359,Local Maintenance,Colgate-Smartville #1,60042,60,000/004,000/007,Sierra,SI,S,5/13/2016,6/17/2016,5/13/2016,,,,6/17/2016 0:00:00,,,,,RT,T,2016,0,24,0,75,0,36,,0,60,0,0
Manchester - Airways - Sanger,CR-Colgate Nevada-LOC,CR-Colgate Nevada,135359,Local Maintenance,Colgate-Smartville #2,60043,60,000/004,000/007,Sierra,SI,S,5/13/2016,6/17/2016,5/13/2016,,,,6/17/2016 0:00:00,,,,,RT,T,2016,0,24,0,75,0,36,,0,60,0,0
Rainbow Tap,CR-Colgate Nevada-LOC,CR-Colgate Nevada,135359,Local Maintenance,Colgate-Palermo,60041,60,000/004,000/007,Sierra,SI,S,5/13/2016,6/17/2016,5/13/2016,,,,6/17/2016 0:00:00,,,,,RT,T,2016,0,24,0,75,0,36,,0,60,0,0
CR-Aerial Patrol,CR-Colgate- Rio Oso,CR-Colgate-Rio Oso,133537,System Maintenence,TABLE MTN-PALERMO,20142,230,008/035,pal/sub,North Valley,NV,S,3/29/2016,5/12/2016,3/29/2016,,,,5/12/2016 0:00:00,,,,,RS,T,2016,0,34.02999878,0,35,0,80,230kv,1,"230,NERC",0,0
CR-Aerial Patrol,CR-Colgate- Rio Oso,CR-Colgate-Rio Oso,133537,System Maintenence,Table Mtn-Rio Oso #2,20143,230,008/035,024/112,North Valley,NV,S,3/29/2016,5/12/2016,3/29/2016,,,,5/12/2016 0:00:00,,,,,RS,T,2016,0,34.02999878,0,35,0,80,230kv,1,"230,NERC",0,0
CR-Vaca Sub-NON NERC,CR-Colgate- Rio Oso,CR-Colgate-Rio Oso,133537,System Maintenence,PALERMO-COLGATE,20108,230,pal/sub,024/112,North Valley,NV,S,3/29/2016,5/12/2016,3/29/2016,,,,5/12/2016 0:00:00,,,,,RS,T,2016,0,34.02999878,0,35,0,80,230kv,1,"230,NERC",0,0
CR - Raisin City,CR-Columbia Steel,CR-Columbia Steel,134204,System Maintenence,Dow Chemical 115kv Tap,10263C,115,000/001B,Dow/Sub,East Bay,EB,S,12/1/2015,2/21/2016,12/1/2015,,,,2/21/2016 0:00:00,,,,,RS,T,2016,0,14.35000038,0,55,0,28.85000038,,0,115,0,0
CR-Colusa-Cortina-HWY-LOC,CR-Columbia Steel,CR-Columbia Steel,134204,System Maintenence,Pittsburg - Los Medanos #1,10406,115,Pit/sub,000/006,East Bay,EB,S,12/1/2015,2/21/2016,12/1/2015,,,,2/21/2016 0:00:00,,,,,RS,T,2016,0,14.35000038,0,55,0,28.85000038,,0,115,0,0
CR-El Apple Flat-NON-NERC,CR-Columbia Steel,CR-Columbia Steel,134204,System Maintenence,PITTSBURG-COLUMBIA STEEL,10263,115,003/018,Col/Sub,East Bay,EB,S,12/1/2015,2/21/2016,12/1/2015,,,,2/21/2016 0:00:00,,,,,RS,T,2016,0,14.35000038,0,55,0,28.85000038,,0,115,0,0
Drum-Grass Valley-Weimar-LOC,CR-Columbia Steel,CR-Columbia Steel,134204,System Maintenence,Pittsburg-Kirker-Columbia Steel,10264,115,003/018,Col/Sub,East Bay,EB,S,12/1/2015,2/21/2016,12/1/2015,,,,2/21/2016 0:00:00,,,,,RS,T,2016,0,14.35000038,0,55,0,28.85000038,,0,115,0,0
Drum-Grass Valley-Weimar-LOC,CR-Columbia Steel,CR-Columbia Steel,134204,System Maintenence,PITTSBURG-KIRKER-COLUMBIA STEEL,10411,115,???,???,East Bay,EB,S,12/1/2015,2/21/2016,12/1/2015,,,,2/21/2016 0:00:00,,,,,RS,T,2016,0,14.35000038,0,55,0,28.85000038,,0,115,0,0
Greenleaf 115kv Tap-NON-NERC,CR-Columbia Steel,CR-Columbia Steel,134204,System Maintenence,Pittsburg - Los Medanos #2,10407,115,000/007,Los/Sub,East Bay,EB,S,12/1/2015,2/21/2016,12/1/2015,,,,2/21/2016 0:00:00,,,,,RS,T,2016,0,14.35000038,0,55,0,28.85000038,,0,115,0,0
Humboldt Bay-Eureka,CR-Columbia Steel,CR-Columbia Steel,134204,System Maintenence,Linde 115kv Tap,10263B,115,001/018A,Prx/sub,East Bay,EB,S,12/1/2015,2/21/2016,12/1/2015,,,,2/21/2016 0:00:00,,,,,RS,T,2016,0,14.35000038,0,55,0,28.85000038,,0,115,0,0
Ranch Patrol - LOC,CR-Columbia Steel,CR-Columbia Steel,134204,System Maintenence,Pittsburg - Los Medanos #1,10406,115,000/007,Los/ Sub,East Bay,EB,S,12/1/2015,2/21/2016,12/1/2015,,,,2/21/2016 0:00:00,,,,,RS,T,2016,0,14.35000038,0,55,0,28.85000038,,0,115,0,0
Santa Ynez Tap,CR-Columbia Steel,CR-Columbia Steel,134204,System Maintenence,GWF #2 115kv Tap,10263A,115,000/001B,GWF/Sub,East Bay,EB,S,12/1/2015,2/21/2016,12/1/2015,,,,2/21/2016 0:00:00,,,,,RS,T,2016,0,14.35000038,0,55,0,28.85000038,,0,115,0,0
Vaca-Plainfield Jct-LOC,CR-Columbia Steel,CR-Columbia Steel,134204,System Maintenence,Pittsburg - Los Medanos #2,10407,115,Pit/sub,000/006,East Bay,EB,S,12/1/2015,2/21/2016,12/1/2015,,,,2/21/2016 0:00:00,,,,,RS,T,2016,0,14.35000038,0,55,0,28.85000038,,0,115,0,0
Balch - McCall - 1,CR-Colusa-Cortina-LOC,CR-Colusa - Cortina,136330,Local Maintenance,CORTINA #4,60053,60,007/106,A08/139,Sacramento,SA,S,3/30/2016,5/23/2016,3/30/2016,,,,5/23/2016 0:00:00,,,,,RT,T,2016,155,0,0,80,0,155,Highway,0,60,0,0
Borden-Coppermine,CR-Colusa-Cortina-LOC,CR-Colusa - Cortina,136330,Local Maintenance,CORTINA #2,60051,60,000/000,025/474,Sacramento,SA,S,3/30/2016,5/23/2016,3/30/2016,,,,5/23/2016 0:00:00,,,,,RT,T,2016,155,0,0,80,0,155,Highway,0,60,0,0
Borden-Coppermine,CR-Colusa-Cortina-LOC,CR-Colusa - Cortina,136330,Local Maintenance,CORTINA #3,60052,60,000/000,021/359,Sacramento,SA,S,3/30/2016,5/23/2016,3/30/2016,,,,5/23/2016 0:00:00,,,,,RT,T,2016,155,0,0,80,0,155,Highway,0,60,0,0
CR Aerial Patrol,CR-Colusa-Cortina-LOC,CR-Colusa - Cortina,136330,Local Maintenance,Harrington 60kv Tap,60002A,60,019/330,000/006,Sacramento,SA,S,3/30/2016,5/23/2016,3/30/2016,,,,5/23/2016 0:00:00,,,,,RT,T,2016,155,0,0,80,0,155,Highway,0,60,0,0
CR Copus-Taft,CR-Colusa-Cortina-LOC,CR-Colusa - Cortina,136330,Local Maintenance,GLENN #2,60088,60,030/571,035/667,Sacramento,SA,S,3/30/2016,5/23/2016,3/30/2016,,,,5/23/2016 0:00:00,,,,,RT,T,2016,155,0,0,80,0,155,Highway,0,60,0,0
CR Taft-Elk Hills,CR-Colusa-Cortina-LOC,CR-Colusa - Cortina,136330,Local Maintenance,GLENN #1,60087,60,030/648,B21/309,Sacramento,SA,S,3/30/2016,5/23/2016,3/30/2016,,,,5/23/2016 0:00:00,,,,,RT,T,2016,155,0,0,80,0,155,Highway,0,60,0,0
CR-GOLD HILL-BELLOTA,CR-Colusa-Cortina-LOC,CR-Colusa - Cortina,136330,Local Maintenance,Wadham 60kv Tap,60052A,60,000/001,001/032,Sacramento,SA,S,3/30/2016,5/23/2016,3/30/2016,,,,5/23/2016 0:00:00,,,,,RT,T,2016,155,0,0,80,0,155,Highway,0,60,0,0
Derrick Tap,CR-Colusa-Cortina-LOC,CR-Colusa - Cortina,136330,Local Maintenance,COLUSA JCT #1,60241,60,000/000,014/297,Sacramento,SA,S,3/30/2016,5/23/2016,3/30/2016,,,,5/23/2016 0:00:00,,,,,RT,T,2016,155,0,0,80,0,155,Highway,0,60,0,0
Gregg-Herndon #2,CR-Colusa-Cortina-LOC,CR-Colusa - Cortina,136330,Local Maintenance,CORTINA #4,60053,60,026/483,D27/504,Sacramento,SA,S,3/30/2016,5/23/2016,3/30/2016,,,,5/23/2016 0:00:00,,,,,RT,T,2016,155,0,0,80,0,155,Highway,0,60,0,0
Helms - Gregg #1 - 2,CR-Colusa-Cortina-LOC,CR-Colusa - Cortina,136330,Local Maintenance,COLUSA JCT #1,60241,60,003/071,A05/123,Sacramento,SA,S,3/30/2016,5/23/2016,3/30/2016,,,,5/23/2016 0:00:00,,,,,RT,T,2016,155,0,0,80,0,155,Highway,0,60,0,0
Henrietta - Lemoore,CR-Colusa-Cortina-LOC,CR-Colusa - Cortina,136330,Local Maintenance,CORTINA #4,60053,60,014/239,B21/309,Sacramento,SA,S,3/30/2016,5/23/2016,3/30/2016,,,,5/23/2016 0:00:00,,,,,RT,T,2016,155,0,0,80,0,155,Highway,0,60,0,0
Kearny Alternate Tie,CR-Colusa-Cortina-LOC,CR-Colusa - Cortina,136330,Local Maintenance,CORTINA #1,60050,60,000/000,026/442,Sacramento,SA,S,3/30/2016,5/23/2016,3/30/2016,,,,5/23/2016 0:00:00,,,,,RT,T,2016,155,0,0,80,0,155,Highway,0,60,0,0
Kerckhoff - Clovis - Sanger #2,CR-Colusa-Cortina-LOC,CR-Colusa - Cortina,136330,Local Maintenance,CORTINA #3,60052,60,007/125,A08/139,Sacramento,SA,S,3/30/2016,5/23/2016,3/30/2016,,,,5/23/2016 0:00:00,,,,,RT,T,2016,155,0,0,80,0,155,Highway,0,60,0,0
Kerckhoff - Clovis - Sanger #2,CR-Colusa-Cortina-LOC,CR-Colusa - Cortina,136330,Local Maintenance,CORTINA #3,60052,60,016/257,C18/301,Sacramento,SA,S,3/30/2016,5/23/2016,3/30/2016,,,,5/23/2016 0:00:00,,,,,RT,T,2016,155,0,0,80,0,155,Highway,0,60,0,0
McCall - Sanger #2,CR-Colusa-Cortina-LOC,CR-Colusa - Cortina,136330,Local Maintenance,CORTINA #4,60053,60,021/376,C29/553,Sacramento,SA,S,3/30/2016,5/23/2016,3/30/2016,,,,5/23/2016 0:00:00,,,,,RT,T,2016,155,0,0,80,0,155,Highway,0,60,0,0
MOSS LANDING-SALINAS-SOLEDAD #2,CR-Colusa-Cortina-LOC,CR-Colusa - Cortina,136330,Local Maintenance,Arbuckle 60kv Tap,60051A,60,000/001,000/013,Sacramento,SA,S,3/30/2016,5/23/2016,3/30/2016,,,,5/23/2016 0:00:00,,,,,RT,T,2016,155,0,0,80,0,155,Highway,0,60,0,0
MOSS LANDING-SALINAS-SOLEDAD #2,CR-Colusa-Cortina-HWY-LOC,CR-Colusa - Cortina,136455,Local Maintenance,Arbuckle 60kv Tap,60051A,60,000/008,000/010,Sacramento,SA,S,4/3/2016,6/20/2016,4/3/2016,,,,6/20/2016 0:00:00,,,,,RT,T,2016,0,0,0,5,0,0,Highway,0,60,0,0
Sanger - Reedley,CR-Colusa-Cortina-LOC,CR-Colusa - Cortina,136330,Local Maintenance,CORTINA #4,60053,60,000/000,027/515,Sacramento,SA,S,3/30/2016,5/23/2016,3/30/2016,,,,5/23/2016 0:00:00,,,,,RT,T,2016,155,0,0,80,0,155,Highway,0,60,0,0
California Ave - Kearney,CR-ContraCosta Livermore,CR-ContraCosta Livermore,135157,System Maintenence,CONTRA COSTA-LAS POSITAS,20020,230,009/063,012/084,East Bay,EB,S,1/27/2016,3/7/2016,1/27/2016,,,,3/7/2016 0:00:00,,,,,RS,T,2016,0,16.21999931,0,65,0,17,,1,"230,NERC",0,0
CR-Aerial Patrol-South,CR-ContraCosta Livermore,CR-ContraCosta Livermore,135157,System Maintenence,Lone Tree-Cayetano,20219,230,009/063,012/084,East Bay,EB,S,1/27/2016,3/7/2016,1/27/2016,,,,3/7/2016 0:00:00,,,,,RS,T,2016,0,16.21999931,0,65,0,17,,1,"230,NERC",0,0
CR-Aerial Patrol-South,CR-ContraCosta Livermore,CR-ContraCosta Livermore,135157,System Maintenence,Lone Tree-Cayetano,20219,230,Lon/Sub,008/054,East Bay,EB,S,1/27/2016,3/7/2016,1/27/2016,,,,3/7/2016 0:00:00,,,,,RS,T,2016,0,16.21999931,0,65,0,17,,1,"230,NERC",0,0
Diablo - Gates #1,CR-ContraCosta Livermore,CR-ContraCosta Livermore,135157,System Maintenence,Contra Costa-Lone Tree,20218,230,002/013,Lon/sub,East Bay,EB,S,1/27/2016,3/7/2016,1/27/2016,,,,3/7/2016 0:00:00,,,,,RS,T,2016,0,16.21999931,0,65,0,17,,1,"230,NERC",0,0
Herndon-Ashlan,CR-ContraCosta Livermore,CR-ContraCosta Livermore,135157,System Maintenence,CONTRA COSTA-LAS POSITAS,20020,230,002/013,008/054,East Bay,EB,S,1/27/2016,3/7/2016,1/27/2016,,,,3/7/2016 0:00:00,,,,,RS,T,2016,0,16.21999931,0,65,0,17,,1,"230,NERC",0,0
CR-FR HCP MBZ 2504,CR-ContraCosta Moraga,CR-ContraCosta Moraga,133553,System Maintenence,Contra Costa -Moraga #1 230,20022,230,002/012,025/117,East Bay,EB,S,3/11/2016,8/15/2016,3/11/2016,,,,8/15/2016 0:00:00,,,,,RS,T,2016,0,24,0,120,0,16,,1,"230,NERC",0,0
CR-FR HCP MBZ 2504,CR-ContraCosta Moraga,CR-ContraCosta Moraga,133553,System Maintenence,Contra Costa -Moraga #2 230,20019,230,002/012,025/117,East Bay,EB,S,3/11/2016,8/15/2016,3/11/2016,,,,8/15/2016 0:00:00,,,,,RS,T,2016,0,24,0,120,0,16,,1,"230,NERC",0,0
MONTA VISTA-LOS ALTOS,CR-ContraCosta Moraga,CR-ContraCosta Moraga,133553,System Maintenence,Rossmoor #1 230kv Tap,20117A,230,000/001A,Ros/sub,East Bay,EB,S,3/11/2016,8/15/2016,3/11/2016,,,,8/15/2016 0:00:00,,,,,RS,T,2016,0,24,0,120,0,16,,1,"230,NERC",0,0
MONTA VISTA-LOS ALTOS,CR-ContraCosta Moraga,CR-ContraCosta Moraga,133553,System Maintenence,Rossmoor #2 230kv Tap,20118A,230,000/001B,Ros/Sub,East Bay,EB,S,3/11/2016,8/15/2016,3/11/2016,,,,8/15/2016 0:00:00,,,,,RS,T,2016,0,24,0,120,0,16,,1,"230,NERC",0,0
CR-Aerial Patrol,CR-CONTRACOSTA PP/SUB 230KV,CR-CONTRACOSTA PP/SUB 230KV,133117,System Maintenence,Birds Landing Sw Sta Contra Costa Sub,20212,230,028/170,CC/Sub,East Bay,EB,S,3/14/2016,4/7/2016,3/14/2016,,,,4/7/2016 0:00:00,,,,,RS,T,2016,0,12.43999958,0,45,0,7.599999905,,1,"230,NERC",0,0
CR-Aerial Patrol,CR-CONTRACOSTA PP/SUB 230KV,CR-CONTRACOSTA PP/SUB 230KV,133117,System Maintenence,Birds Landing Sw Sta-Contra Costa PP,20204,230,028/170,CC/PP,East Bay,EB,S,3/14/2016,4/7/2016,3/14/2016,,,,4/7/2016 0:00:00,,,,,RS,T,2016,0,12.43999958,0,45,0,7.599999905,,1,"230,NERC",0,0
CR-FR HCP MBZ 2504,CR-CONTRACOSTA PP/SUB 230KV,CR-CONTRACOSTA PP/SUB 230KV,133117,System Maintenence,Contra Costa -Moraga #2 230,20019,230,CC/PP,002/012,East Bay,EB,S,3/14/2016,4/7/2016,3/14/2016,,,,4/7/2016 0:00:00,,,,,RS,T,2016,0,12.43999958,0,45,0,7.599999905,,1,"230,NERC",0,0
